street_name,street_type,street_quad
55,ST,NE
49,ST,NE
67,AV,SW
PENBROOKE,WY,SE
PARKHILL,ST,SW
2,AV,SW
WHITEWOOD,PL,NE
50,ST,SW
LATHOM,CR,SW
WHITWORTH,WY,NE
24,ST,NW
LLOYD,CR,SW
WHITERIDGE,WY,NE
HILLCREST,AV,SW
WHITEGLEN,CR,NE
WHITEHAVEN,RD,NE
ELGIN MEADOWS,WY,SE
LEDUC,CR,SW
SHAWVILLE,PL,SE
9A,ST,NE
LOUISE,RD,SW
TEMPLEWOOD,PL,NE
WHITLOW,PL,NE
EVANSGLEN,LI,NW
33A,ST,NW
EVANSGLEN,PA,NW
REGAL,CR,NE
EVANSGLEN,DR,NW
BOWFORT,RD,NW
23,ST,NE
ELBOW,DR,SW
CRAMOND,GR,SE
AUTUMN,CL,SE
EAU CLAIRE,AV,SW
LANEHAM,PL,SW
11,ST,SE
LENTON,PL,SW
3,ST,NW
LISSINGTON,DR,SW
SHAWNEE,HL,SW
SETON,PA,SE
6,AV,SE
STRATHCONA,DR,SW
ROYAL VISTA,WY,NW
22,ST,NW
SKYVIEW RANCH,RD,NE
16A,ST,NW
MAHOGANY,RO,SE
SKYVIEW SHORES,LI,NE
SKYVIEW POINT,RD,NE
HARVEST WOOD,LI,NE
VETERAN'S,WY,NW
48,ST,NW
6A,ST,NE
12,ST,NE
SAVANNA,LD,NE
HARVEST WOOD,WY,NE
40,AV,NE
LYSANDER,DR,SE
LYNNOVER,WY,SE
PANORAMA,RD,NW
SKYVIEW,CI,NE
BOWWOOD,DR,NW
VARSITY,DR,NW
NOLANCREST,GA,NW
SAGE BANK,RD,NW
69,AV,SW
HARVEST HILLS,GA,NE
LYNNOVER,RD,SE
LYNNBROOK,PL,SE
3,ST,SE
LYNNBROOK,CL,SE
GREENBRIAR,WY,NW
REDSTONE,MR,NE
VALLANCE,CR,NW
KINCORA GLEN,PA,NW
GREENBRIAR,PL,NW
HARVEST HILLS,DR,NE
TUSCARORA,PL,NW
REMINGTON,RD,NE
SAGE BANK,GV,NW
SAGE BANK,LI,NW
CITYSIDE,TC,NE
7,ST,NW
EVANSTON,DR,NW
MARQUIS,HT,SE
65,ST,NE
EDGEPARK,RD,NW
14,AV,SE
COVEMEADOW,CL,NE
MASTERS,BV,SE
13,ST,SE
ALBANY,PL,SE
REDSTONE,DR,NE
BRACEWOOD,DR,SW
BERNARD,DR,NW
SAGE BLUFF,GR,NW
26,ST,NW
CITYSIDE,WY,NE
EVANSPARK,BV,NW
PINEGROVE,CL,NE
27,AV,SW
BRACEWOOD,RI,SW
TEMPLE,PL,NE
STONEHILL,DR,NE
SHERIFF KING,PL,SE
ABINGDON,WY,NE
ACADIA,DR,SE
85,ST,SE
ABBOTT,PL,SE
ELVEDEN,BA,SW
SKYVIEW SHORES,RD,NE
ELGIN,RI,SE
NOLANHURST,WY,NW
REGENT,CR,NE
COPPERSTONE,PA,SE
144,AV,NE
WOODGLEN,CL,SW
MARQUIS OF LORNE,TR,SE
EVANSTON,MR,NW
HASTINGS,CR,SE
WALDEN,BV,SE
1A,ST,SW
HOWSE,AV,NE
WALGROVE,BV,SE
BRABOURNE,RI,SW
CARRINGVUE,DR,NW
ASSINIBOINE,RD,SE
MASTERS,CR,SE
6,ST,SE
42,AV,SE
LEGACY,VW,SE
AVERY,PL,SE
LEGACY,GV,SE
SYMONS VALLEY,PY,NW
REDSTONE,ST,NE
WALGROVE,PL,SE
HOWSE,RD,NE
LEGACY WOODS,BA,SE
106,AV,SE
COVEMEADOW,CO,NE
LEGACY,BA,SE
CITYSIDE,CM,NE
MAHOGANY,ST,SE
WALGROVE,LD,SE
37,ST,SE
WALGROVE,MR,SE
CARRINGVUE,MR,NW
CARRINGVUE,ST,NW
HOWSE,RI,NE
EVANSRIDGE,VW,NW
CRANBROOK,VW,SE
LEGACY WOODS,PL,SE
MASTERS,MR,SE
CARRINGVUE,AV,NW
HOWSE,HL,NE
WALGROVE,GD,SE
SAGE HILL,GV,NW
BRAESIDE,DR,SW
FORAND,ST,SW
REDSTONE,HE,NE
18,ST,NW
ROCKY RIDGE,RD,NW
27,ST,NE
WALCREST,GA,SE
26,AV,NW
14,ST,NW
51,ST,SE
BRIGHTONDALE,PA,SE
CRANBROOK,GA,SE
144,AV,NW
8A,ST,SW
VARSITY ESTATES,PL,NW
WALGROVE,ST,SE
NA'A,DR,SW
29,ST,NW
SAGE HILL,GD,NW
VALLEY RIDGE,BV,NW
CANADA OLYMPIC,DR,SW
CRANBROOK,DR,SE
MAHOGANY,CA,SE
WALCREST,VW,SE
MAHOGANY,GD,SE
CRANBROOK,RI,SE
MAHOGANY,CV,SE
ROSEWOOD,RD,NW
COUGAR RIDGE,MR,SW
3,AV,SE
ABBERCOVE,WY,SE
8,AV,SE
LAKEVIEW,DR,SW
MAHOGANY,ME,SE
SUNRIDGE,BV,NE
CAMBRIAN,DR,NW
TARACOVE,PL,NE
SKYVIEW,BA,NE
36,AV,NW
10,AV,NE
SHAWNEE,PL,SW
PENWORTH,DR,SE
SAGE HILL,BV,NW
MAHOGANY,PZ,SE
MONTALBAN,DR,NW
EVANSTON,WY,NW
MARTINRIDGE,WY,NE
MARTHA'S MEADOW,GA,NE
CENTRE,ST,SE
69,ST,NW
MONTALBAN,CR,NW
FALLSWATER,RD,NE
LIVINGSTONE,DR,SW
57,ST,SE
DEERFIELD,CI,SE
50,AV,SE
4,AV,SE
FALCONRIDGE,DR,NE
LAWRENCE,CO,SW
BISHOP,DR,SW
ABERDARE,WY,NE
LAURIER,CO,SW
LADBROOKE,DR,SW
ABERGALE,CL,NE
DEERPATH,RD,SE
LEESON,CO,SW
HIDDEN SPRING,CI,NW
PENNSBURG,RD,SE
SILVERADO PLAINS,PA,SW
5,AV,SE
HUNTERSLEA,CR,NW
32,AV,NE
BOWFORT,RD,SW
VALENTINE,CR,SE
ABALONE,WY,NE
LOCKE,CO,SW
PENSWOOD,RD,SE
PENSWOOD,WY,SE
DEERSAXON,RD,SE
58,ST,SE
SADDLETREE,CO,NE
FALTON,CL,NE
WALDEN,PR,SE
PARKHILL,PL,SW
PENMEADOWS,CL,SE
HUNTERSTON,PL,NW
4A,ST,NW
LONGWOOD,CO,SW
PENWORTH,WY,SE
LEASIDE,DR,SW
ABBEYDALE,DR,NE
MARTINRIDGE,GV,NE
29A,AV,SE
LASSITER,CO,SW
FALWORTH,PL,NE
ABALONE,PL,NE
MARTINRIDGE,CR,NE
ABERDARE,RD,NE
35,AV,NW
SAGE BLUFF,RD,NW
FALLSWATER,CR,NE
SAGE BLUFF,WY,NW
78,AV,NW
LOWELL,CO,SW
PENWORTH,RD,SE
PENBROOKE,DR,SE
SAGE BLUFF,RI,NW
SAGE BLUFF,HT,NW
REDSTONE,LI,NE
11,ST,NE
BEARSPAW DAM,RD,NW
HARTFORD,RD,NW
38,AV,SW
SAGE VALLEY,RD,NW
126,AV,SW
64,ST,NE
28,AV,NE
WOODVIEW,DR,SW
WOODFIELD,CL,SW
HOUNSLOW,DR,NW
WOODFIELD,PL,SW
30,AV,SE
SAGE BLUFF,MR,NW
38A,AV,SW
COUGAR RIDGE,RI,SW
DOVERCLIFFE,RD,SE
DEER RIDGE,WY,SE
KINGSMERE,CR,SW
HOLLAND,ST,NW
DOVERVILLE,CR,SE
WOODFIELD,DR,SW
15,AV,NE
DOVER,CR,SE
40,ST,SW
79,AV,SE
21,AV,NE
5,ST,SE
GLADSTONE,RD,NW
SKYVIEW SPRINGS,GD,NE
DOUGLAS RIDGE,WY,SE
39,ST,SW
44,AV,SW
21A,ST,SW
WALGROVE,CV,SE
VICTORIA,CR,NW
16,ST,SW
27,ST,SE
23,AV,SW
46,AV,SE
73,ST,NW
EVERMEADOW,AV,SW
15,AV,SE
HOLLY,ST,NW
51,AV,SW
BLACKFOOT,TR,SE
WALGROVE,WK,SE
PANATELLA,BV,NW
COACH HILL,RD,SW
HENDON,DR,NW
KINSALE,RD,SW
NORFORD,AV,NW
31,AV,NE
KERRY PARK,RD,SW
THORNABY,WY,NW
COACHWOOD,CR,SW
SAGE BLUFF,CL,NW
SAGE BLUFF,DR,NW
ROSSDALE,RD,SW
57,AV,NE
34,ST,SW
42,ST,SE
41,ST,SE
WALDEN,PH,SE
50,ST,SE
SADDLESTONE,GV,NE
47,ST,SE
WALDEN,CM,SE
46,ST,SE
RIVERGLEN,DR,SE
MACLEOD,TR,SE
23,AV,NE
133,ST,NW
RIVERGLEN,CR,SE
SHAWNEE,GR,SW
SHAWNEE,HE,SW
STONEY,BV,NE
LYNNVIEW,CR,SE
ABINGER,CR,NE
LOWER SPRINGBANK,RD,SW
ABERDARE,CR,NE
13,AV,NE
13,AV,SE
SPRINGBANK,WY,SW
1,ST,SW
9A,ST,NW
SIERRA MORENA,GV,SW
6,AV,NE
AUBURN MEADOWS,VW,SE
20,ST,SE
COUGAR RIDGE,GR,SW
21,AV,SE
30,ST,SW
SPRINGBANK,GA,SW
34,ST,NW
10A,ST,NW
AUBURN MEADOWS,ST,SE
ASPEN GLEN,WY,SW
HARVEST OAK,CR,NE
128,AV,NE
HARVEST OAK,CI,NE
ASPEN RIDGE,CL,SW
1,AV,NW
ABINGER,RD,NE
EDMONTON,TR,NE
SILVERADO SKIES,CR,SW
190,AV,SE
RED EMBERS,WY,NE
40,ST,NE
SPRINGBANK,BV,SW
ASPEN MEADOWS,HE,SW
CENTRE,ST,NE
36,ST,NE
35,ST,SE
LYNX MEADOWS,DR,NW
69,ST,SW
8,AV,NW
12,AV,SE
ASPEN MEADOWS,GR,SW
22,AV,SE
HARVEST OAK,DR,NE
16A,ST,SE
ASPEN MEADOWS,CO,SW
CRANFORD,DR,SE
120,AV,NE
SILVERADO SKIES,DR,SW
CORNER MEADOWS,VI,NE
OGDEN,RD,SE
ABBERFIELD,CR,NE
15,ST,NE
35,ST,NW
68,ST,NE
SPRING VILLAGE,LN,SW
ASPEN MEADOWS,MR,SW
24,AV,SE
SIERRA MORENA,CO,SW
ASPEN RIDGE,LN,SW
SPRINGBANK,TC,SW
CORNER MEADOWS,GA,NE
ASPEN MEADOWS,HL,SW
INNOVATION,AV,SE
ASPEN RIDGE,WY,SW
ASPEN RIDGE,GA,SW
RED EMBERS,GA,NE
CORNERSTONE,WY,NE
CORNER MEADOWS,CM,NE
CORNERSTONE,BV,NE
CORNER MEADOWS,PA,NE
4,ST,SE
ASPEN MEADOWS,PL,SW
SPRINGBANK,VI,SW
ASPEN GLEN,PL,SW
CORNER MEADOWS,MR,NE
ASPEN DALE,WY,SW
ASPEN RIDGE,CR,SW
41,AV,SW
CRANFORD,ME,SE
AUBURN SOUND,PT,SE
96,AV,NE
85,ST,NW
ASPEN MEADOWS,PA,SW
ROYAL VISTA,DR,NW
1,ST,SE
110,AV,NW
MARTINVALLEY,CR,NE
16,AV,SW
FAIRMOUNT,DR,SE
GLOUCESTER,CR,SW
MADIGAN,DR,NE
WALDEN,CR,SE
15,ST,SW
20,AV,SE
WESTMINSTER,DR,SW
PIITA,RI,SW
33,ST,NW
ROCKHAVEN,GR,NW
MAHOGANY,CI,SE
21,AV,SW
CENTRE A,ST,NE
SUPERIOR,AV,SW
32,AV,SW
68,AV,SW
CARRINGTON,BV,NW
MAHOGANY,BV,SE
COUNTRY HILLS,BV,NW
94,AV,SE
14A,ST,SW
45,AV,SW
37,ST,SW
20A,AV,NE
116,AV,NE
KINCORA GLEN,RD,NW
14,AV,SW
15,AV,SW
SHERWOOD,SQ,NW
112,AV,NW
23,ST,SW
WEST GROVE,WY,SW
WEST GROVE,PT,SW
GLOUCESTER,DR,SW
WEST GROVE,PL,SW
12,ST,SE
SCARBORO,AV,SW
10,ST,SE
HOWSE,DR,NE
64,AV,SE
12,AV,NE
WESTMOUNT,BV,NW
31,AV,NW
24A,ST,SW
16,AV,SE
19,ST,NW
CRANSTON,AV,SE
MACLEOD,TR,SW
BURBANK,RD,SE
46,AV,NW
RADFORD,RD,NE
39,ST,SE
25,AV,NE
CRANBROOK,LD,SE
NOLAN HILL,DR,NW
58,AV,SE
14,ST,NE
7,AV,SW
SAGE HILL,TC,NW
BROADVIEW,RD,NW
16,AV,NE
53,AV,SW
2,ST,NW
VANDERGRIFT,CR,NW
CORNERSTONE,PS,NE
7,AV,NW
UNIVERSITY,BV,NW
44,ST,SE
8,ST,NE
NOLANCREST,HT,NW
27,ST,SW
SKYVIEW RANCH,MR,NE
43,ST,SW
48,ST,SE
RED EMBERS,PR,NE
EVANSCREST,CO,NW
COVECREEK,CL,NE
32,AV,NW
AUBURN MEADOWS,DR,SE
5,ST,SW
42,ST,NE
SHAGANAPPI,TR,NW
CRANARCH,CI,SE
NOLANCREST,CM,NW
126,AV,SE
52,ST,SE
6,AV,SW
CRANARCH,HT,SE
EVANSCREST,ME,NW
13,ST,NW
EVANSCREST,MR,NW
NOLAN HILL,BV,NW
ROCK LAKE,HT,NW
LEGACY,CM,SE
37,AV,SW
47,AV,SW
TRANS CANADA,HI,SW
1,ST,NW
BOW,TR,SW
SILVER MEAD,CR,NW
45,ST,SW
SAGE BLUFF,GA,NW
27,AV,NW
RANCH GLEN,PL,NW
FREEPORT,PL,NE
61,AV,NW
30,AV,NW
23A,ST,NW
SILVER CREST,CR,NW
4,ST,SW
SILVER RIDGE,DR,NW
PATTERSON,GV,SW
26A,ST,SW
66,AV,SW
73,ST,SW
CROWCHILD,TR,SW
LINDEN,DR,SW
2,AV,NE
PATTERSON,BV,SW
3,AV,NW
PATINA,PL,SW
35,AV,SW
22,AV,NW
2,AV,NW
SETON,DR,SE
17A,ST,NW
38,ST,NE
56,ST,SE
WESTPOINT,PL,SW
52,AV,SW
ROYAL BIRCH,HL,NW
24,ST,SW
WESTPOINT,GD,SW
WESTPOINT,WY,SW
18,AV,SW
7,ST,NE
WALGROVE,PZ,SE
44,AV,NW
33,AV,NW
5,AV,SW
22A,ST,NW
12A,ST,SE
20,ST,SW
RICHMOND,RD,SW
81,ST,NW
4,AV,NW
WEST GROVE,RI,SW
COACH,CO,SW
MCDOUGALL,RD,NE
METIS,TR,NE
RIDEAU,RD,SW
REDSTONE,WY,NE
29,ST,SW
SHAWGLEN,WY,SW
17,ST,NW
4,ST,NE
SAGE VALLEY,DR,NW
104,ST,SE
BARLOW,CR,NE
40,ST,SE
3,AV,NE
2,ST,NE
JAMES MCKEVITT,RD,SW
SACRAMENTO,DR,SW
39,AV,NW
SADDLEMONT,BV,NE
23,AV,NW
5,AV,NE
COCHRANE,RD,NW
178,AV,SE
WALDEN,DR,SE
BARLOW,TR,SE
GLENMORE,TR,SE
19,ST,SW
SHAWVILLE,RI,SE
PARKDALE,BV,NW
32,ST,SW
SIMCOE,PL,SW
ELVEDEN,PA,SW
194,AV,SE
88,ST,SE
REDSTONE,BV,NE
14,ST,SW
ASPEN RIDGE,CO,SW
AUBURN MEADOWS,MR,SE
LEGACY,BV,SE
18,AV,NE
ERIN DALE,CR,SE
42,AV,SW
28,ST,SW
SAGE VALLEY,BV,NW
18,AV,NW
ABOYNE,WY,NE
CHAPARRAL RIDGE,DR,SE
PRESTWICK POND,TC,SE
33,AV,NE
10,ST,NE
8,AV,NE
18A,ST,SW
7A,ST,NE
CASTLERIDGE,CL,NE
19,AV,SW
DRURY,AV,NE
24,AV,NE
PINEMILL,WY,NE
1,AV,NE
30,AV,NE
26,ST,SW
COPPERFIELD,HT,SE
17,AV,NW
CHILD,AV,NE
6,ST,NW
ERIN WOODS,DR,SE
14,AV,NE
34,AV,SW
RENFREW,DR,NE
16A,ST,SW
BOWNESS,RD,NW
CASTLEGREEN,CL,NE
PINEMILL,RD,NE
SPRING GLEN,VW,SW
4,AV,NE
85,ST,SW
GLENMORE,TR,SW
COLGROVE,AV,NE
PINEMILL,ME,NE
BANTRY,ST,NE
25,AV,NW
SARCEE,TR,NW
UNIVERSITY,AV,NW
41,ST,SW
ABOYNE,CR,NE
54,ST,NE
17A,ST,SW
56,ST,NE
ERIN MEADOW,CL,SE
MARTINDALE,BV,NE
38,ST,SW
11,ST,NW
SILVERADO,BV,SW
WILLIAM,ST,SE
7,AV,NE
38,ST,SE
8,AV,SW
27,AV,NE
FISH CREEK,BV,SW
6,ST,NE
COUNTRY HILLS,BV,NE
16,AV,NW
MEMORIAL,DR,NW
CENTRE,ST,NW
10,AV,SW
NOLANCLIFF,CR,NW
77,ST,SW
36,ST,SW
4,ST,NW
29,AV,NW
22,AV,SW
SHERVIEW,HT,NW
BRENTWOOD,RD,NW
TARINGTON,GR,NE
DUFFERIN,BV,SE
41,AV,NW
HAWKVIEW MANOR,CI,NW
6,ST,SW
RADLEY,PL,SE
25,ST,SE
48,AV,SW
SHAWCLIFFE,CI,SW
SHAWCLIFFE,CO,SW
CENTRE,AV,NE
26,AV,SW
11A,ST,NE
114,AV,SE
24,ST,SE
BRISEBOIS,DR,NW
17,ST,SE
68,ST,SE
RADLEY,WY,SE
16B,ST,SW
SADDLETOWNE,CI,NE
20,AV,NW
22,AV,NE
33,ST,SW
CITYSIDE,PA,NE
GLAMIS,DR,SW
CITYSIDE,GD,NE
25,AV,SW
CITYSIDE,RD,NE
CORNERSTONE,CI,NE
31,ST,SW
140,AV,NW
28,AV,SW
42,ST,SW
ELMONT,CV,SW
SILVERADO SKIES,CM,SW
46,AV,SW
EAST HILLS,BV,SE
210,AV,SE
SHAWNEE,BV,SW
7,ST,SW
19,AV,NW
18,ST,SW
47,ST,NW
10,AV,SE
SAGE BLUFF,CI,NW
26,AV,NE
SADDLESTONE,DR,NE
6,AV,NW
SETON,SQ,SE
CORNERSTONE,MR,NE
KENSINGTON,RD,NW
FRONT,ST,SE
HERITAGE,DR,SW
MARINE,DR,SE
33,AV,SW
25A,ST,SW
BUCKBOARD,RD,NW
17,ST,SW
24,AV,NW
MCKINNON,DR,NE
CITYSIDE,MR,NE
EVANSFIELD,MR,NW
44,ST,SW
1,ST,NE
20,AV,NE
VALIANT,DR,NW
9,AV,SE
WALCREST,WY,SE
CITYSIDE,RI,NE
EVANSFIELD,GR,NW
CITYSIDE,HE,NE
EVANSTON,HL,NW
17,AV,SE
CITYSIDE,GR,NE
80,AV,NE
EVANSFIELD,CR,NW
RUSSET,RD,NE
24,AV,SW
52,ST,NE
27,ST,NW
21,ST,SW
HOWSE,MR,NE
SKYVIEW POINT,CR,NE
ALEXANDER,ST,SE
OSBORNE,CR,SW
MARGARET,AV,SE
5,AV,NW
LEGACY,MT,SE
CORNERSTONE,AV,NE
35,ST,SW
21,AV,NW
50,AV,SW
17,AV,SW
SADDLEBROOK,DR,NE
72,ST,SE
EVANSCREST,GD,NW
SAVANNA,AV,NE
SAVANNA,LN,NE
SAVANNA,CL,NE
46,ST,NE
12,AV,SW
11,AV,SW
30,AV,SW
5,ST,NW
WHITMIRE,RD,NE
31,AV,SW
SYMONS VALLEY,RD,NW
PALISWOOD,PL,SW
83,ST,NW
SAGE HILL,DR,NW
43,AV,SW
90,AV,SW
PALISMOUNT,PL,SW
WHITEMONT,DR,NE
WHITESIDE,RD,NE
28,AV,NW
PALISVIEW,PL,SW
INITIATIVE,AV,SE
15,ST,SE
PALISWOOD,RD,SW
44,AV,NE
SHERIFF KING,ST,SE
54,ST,SE
EXPLORATION,AV,SE
CANSO,BA,SW
